songid,track,artist,region,datee,position,streams,danceability,energy,song_key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_sig,country_name,rank,score,high,low,gdp,fam,health,freedom,gen,trust,dys,country_name,cap_name,cap_lat,cap_long,cc,continent
4PdJSsESm34djLfBde9Pr2,"Would I Lie To You - Radio Edit","David Guetta",au,2017-01-18,189,14305,0.671,0.826,7.0,-5.766,0.0,0.309,0.00718,0.0,0.631,0.774,123.986,197648.0,4.0,Australia,10,7.28399991989136,7.35665122494102,7.2113486148417,1.484414935112,1.51004195213318,0.84388679265976,0.601607382297516,0.477699249982834,0.301183730363846,2.06521081924438,Australia,Canberra,-35.2666666666667,149.133333,AU,Australia
2EGJB8bDbbxtvSgJQLwqK7,Then,Anne-Marie,gr,2017-12-22,122,1073,0.543,0.541,2.0,-5.164,0.0,0.123,0.441,0.0,0.106,0.378,112.308,214472.0,3.0,Greece,87,5.22700023651123,5.3252461694181,5.12875430360436,1.28948748111725,1.23941457271576,0.810198903083801,0.0957312509417534,0.0,0.04328977689147,1.74922156333923,Greece,Athens,37.9833333333333,23.733333,GR,Europe
3YQp6N0vdiLEhpqKjRcN2L,"Hayaan Mo Sila (Inspired by I'm the One)","O.C. Dawgs",ph,2017-12-31,25,108018,0.724,0.684,5.0,-4.919,1.0,0.0569,0.718,0.0,0.0925,0.765,80.004,364077.0,4.0,Philippines,72,5.42999982833862,5.54533505424857,5.31466460242867,0.85769921541214,1.25391757488251,0.468009054660797,0.585214674472809,0.193513423204422,0.0993318930268288,1.97260475158691,Philippines,Manila,14.6,120.966667,PH,Asia
4o91Hmnq1FIMPsyGLZZpN3,Pakken,Jimilian,dk,2017-12-26,175,8244,0.709,0.625,4.0,-5.543,0.0,0.113,0.14,0.0,0.0896,0.463,80.036,216532.0,4.0,Denmark,2,7.52199983596802,7.58172806486487,7.46227160707116,1.48238301277161,1.55112159252167,0.792565524578094,0.626006722450256,0.355280488729477,0.40077006816864,2.31370735168457,Denmark,Copenhagen,55.6666666666667,12.583333,DK,Europe
6arll1Y1aPC7FZqZsHnSsP,"Avisa Que Eu Cheguei","Naiara Azevedo",br,2017-07-27,92,73201,0.755,0.913,4.0,-3.251,1.0,0.108,0.139,0.0,0.564,0.688,91.991,175761.0,4.0,Brazil,22,6.63500022888184,6.72546950161457,6.5445309561491,1.10735321044922,1.43130600452423,0.616552352905273,0.437453746795654,0.16234989464283,0.111092761158943,2.76926708221436,Brazil,Brasilia,-15.7833333333333,-47.916667,BR,"South America"
2H3wWrnO758y0fPH7Ilerg,"Depression & Obsession",XXXTENTACION,gr,2017-08-25,81,1110,0.769,0.156,11.0,-10.7,0.0,0.035,0.585,0.015,0.102,0.527,105.95,144733.0,4.0,Greece,87,5.22700023651123,5.3252461694181,5.12875430360436,1.28948748111725,1.23941457271576,0.810198903083801,0.0957312509417534,0.0,0.04328977689147,1.74922156333923,Greece,Athens,37.9833333333333,23.733333,GR,Europe
4vlbjBSMqycZk6t4HVRpnC,"No Quiere Enamorarse (Remix) [feat. Daddy Yankee]",Ozuna,py,2017-08-18,174,1024,0.765,0.814,0.0,-3.14,1.0,0.0666,0.144,0.0,0.61,0.818,164.073,239151.0,4.0,Paraguay,70,5.49300003051758,5.57738126963377,5.40861879140139,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797,1.6853334903717,Paraguay,Asuncion,-25.2666666666667,-57.666667,PY,"South America"
6v158kg6ju9kq8ldB4NmIN,"Jag kommer hem igen till jul","Peter Jöback",se,2017-12-26,75,26562,0.3,0.329,5.0,-8.241,1.0,0.0265,0.517,2.29e-06,0.112,0.109,77.815,230307.0,4.0,Sweden,9,7.28399991989136,7.34409487739205,7.22390496239066,1.49438726902008,1.47816216945648,0.830875158309937,0.612924098968506,0.385399252176285,0.384398728609085,2.09753799438477,Sweden,Stockholm,59.3333333333333,18.05,SE,Europe
2P3RQbqU5xw1heCZSSVyL5,"Llego La Navidad (Winter Wonderland)","Luis Miguel",mx,2017-12-25,87,76942,0.572,0.876,6.0,-2.378,0.0,0.122,0.431,0.0,0.0659,0.602,160.049,125186.0,4.0,Mexico,25,6.57800006866455,6.67114890769124,6.48485122963786,1.15318381786346,1.210862159729,0.709978997707367,0.412730008363724,0.120990432798862,0.132774114608765,2.83715486526489,Mexico,"Mexico City",19.4333333333333,-99.133333,MX,"Central America"
5JuVI2EuPj8ygNgvBf6TFH,"Sıfır Tolerans",Hadise,tr,2017-12-31,104,11840,0.755,0.834,6.0,-6.021,0.0,0.0662,0.00509,0.0,0.18,0.558,127.981,225795.0,4.0,Turkey,69,5.5,5.59486496329308,5.40513503670692,1.19827437400818,1.33775317668915,0.637605607509613,0.300740599632263,0.0466930419206619,0.0996715798974037,1.87927794456482,Turkey,Ankara,39.9333333333333,32.866667,TR,Europe
400nZFg9JEXd9DTBJf1PE3,"Bonita - Remix","J Balvin",py,2017-12-31,67,2862,0.798,0.905,5.0,-0.582,0.0,0.0375,0.0127,2.41e-05,0.126,0.59,96.005,322907.0,4.0,Paraguay,70,5.49300003051758,5.57738126963377,5.40861879140139,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797,1.6853334903717,Paraguay,Asuncion,-25.2666666666667,-57.666667,PY,"South America"
0RIMrAUyLGBF7zAPdvgE73,Fisherman,"J HUS",gb,2017-12-30,180,40413,0.619,0.666,9.0,-5.047,1.0,0.211,0.0739,0.0,0.117,0.419,132.864,177293.0,5.0,"United Kingdom",19,6.71400022506714,6.78379176110029,6.64420868903399,1.44163393974304,1.49646008014679,0.805335938930511,0.508190035820007,0.492774158716202,0.265428066253662,1.70414352416992,"United Kingdom",London,51.5,-0.083333,GB,Europe
7vFoFDWqTX0mHzLfrF1Cfy,"Cheerleader - Felix Jaehn Remix Radio Edit",OMI,au,2017-01-07,199,12537,0.782,0.685,4.0,-6.237,1.0,0.0309,0.166,1.18e-05,0.16,0.603,118.016,180566.0,4.0,Australia,10,7.28399991989136,7.35665122494102,7.2113486148417,1.484414935112,1.51004195213318,0.84388679265976,0.601607382297516,0.477699249982834,0.301183730363846,2.06521081924438,Australia,Canberra,-35.2666666666667,149.133333,AU,Australia
6vXHaWpqkbuvzIDvR3LnKd,"Papercuts (feat. Vera Blue)",Illy,au,2017-06-15,195,16291,0.369,0.618,6.0,-6.304,0.0,0.249,0.161,0.0,0.257,0.467,191.863,255890.0,4.0,Australia,10,7.28399991989136,7.35665122494102,7.2113486148417,1.484414935112,1.51004195213318,0.84388679265976,0.601607382297516,0.477699249982834,0.301183730363846,2.06521081924438,Australia,Canberra,-35.2666666666667,149.133333,AU,Australia
00kIWJu9IHiQ6i0qJAU0Z9,"Amor Completo","Mon Laferte",mx,2017-11-15,188,41760,0.393,0.418,4.0,-8.976,1.0,0.0269,0.664,5.46e-05,0.108,0.346,175.548,241880.0,3.0,Mexico,25,6.57800006866455,6.67114890769124,6.48485122963786,1.15318381786346,1.210862159729,0.709978997707367,0.412730008363724,0.120990432798862,0.132774114608765,2.83715486526489,Mexico,"Mexico City",19.4333333333333,-99.133333,MX,"Central America"
4bdnmTm3yx2W5wTmTewkVD,"Só Eu Sei",Virgul,pt,2017-11-23,135,3143,0.846,0.759,8.0,-5.149,0.0,0.119,0.516,3.23e-05,0.17,0.878,101.002,186200.0,4.0,Portugal,89,5.19500017166138,5.28504173308611,5.10495861023665,1.3151752948761,1.36704301834106,0.795843541622162,0.498465299606323,0.0951027125120163,0.0158694516867399,1.10768270492554,Portugal,Lisbon,38.7166666666667,-9.133333,PT,Europe
62Rr9VBVpvrrbkNQLsPzb8,Snow,"Angus & Julia Stone",au,2017-08-29,187,19708,0.739,0.575,2.0,-7.494,1.0,0.0302,0.141,0.0187,0.108,0.826,105.725,252360.0,4.0,Australia,10,7.28399991989136,7.35665122494102,7.2113486148417,1.484414935112,1.51004195213318,0.84388679265976,0.601607382297516,0.477699249982834,0.301183730363846,2.06521081924438,Australia,Canberra,-35.2666666666667,149.133333,AU,Australia
69M7ZcGR8iI57HNOD3bvxM,"Que Tengo Que Hacer","Lary Over",py,2017-12-31,119,1685,0.764,0.53,9.0,-5.808,0.0,0.0403,0.409,3.49e-05,0.131,0.383,118.052,270681.0,4.0,Paraguay,70,5.49300003051758,5.57738126963377,5.40861879140139,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797,1.6853334903717,Paraguay,Asuncion,-25.2666666666667,-57.666667,PY,"South America"
5lokDLCbVYenP7Gc6FAYTv,"Şahane","Erdem Kınay",tr,2017-12-25,191,7827,0.633,0.806,5.0,-5.243,1.0,0.0387,0.0659,0.0,0.0897,0.707,123.988,211853.0,4.0,Turkey,69,5.5,5.59486496329308,5.40513503670692,1.19827437400818,1.33775317668915,0.637605607509613,0.300740599632263,0.0466930419206619,0.0996715798974037,1.87927794456482,Turkey,Ankara,39.9333333333333,32.866667,TR,Europe
5GqBuGhnj9Km3LlOcaN101,"Tidligt Op",Gilli,dk,2017-12-29,199,8278,0.539,0.669,9.0,-7.154,0.0,0.0559,0.202,0.0,0.547,0.689,118.065,231864.0,4.0,Denmark,2,7.52199983596802,7.58172806486487,7.46227160707116,1.48238301277161,1.55112159252167,0.792565524578094,0.626006722450256,0.355280488729477,0.40077006816864,2.31370735168457,Denmark,Copenhagen,55.6666666666667,12.583333,DK,Europe
6Za3190Sbw39BBC77WSS1C,Criminal,"Natti Natasha",py,2017-12-31,3,21583,0.814,0.813,2.0,-3.023,0.0,0.0561,0.03,9.33e-05,0.255,0.839,79.997,232550.0,4.0,Paraguay,70,5.49300003051758,5.57738126963377,5.40861879140139,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797,1.6853334903717,Paraguay,Asuncion,-25.2666666666667,-57.666667,PY,"South America"
7g7raxdQpiLZT7aOlib4S1,"Motorcycle Patches","Huncho Jack",gr,2017-12-23,111,1122,0.87,0.656,8.0,-5.081,1.0,0.117,0.0158,0.0,0.106,0.416,162.835,191410.0,4.0,Greece,87,5.22700023651123,5.3252461694181,5.12875430360436,1.28948748111725,1.23941457271576,0.810198903083801,0.0957312509417534,0.0,0.04328977689147,1.74922156333923,Greece,Athens,37.9833333333333,23.733333,GR,Europe
0fm7fJ4aZv6Wx0klIcyXPz,"Quiero Que Sepas","Juan Magán",es,2017-07-06,190,17915,0.715,0.656,8.0,-5.673,1.0,0.0484,0.391,0.0,0.115,0.593,110.055,248093.0,4.0,Spain,34,6.40299987792969,6.4710548453033,6.33494491055608,1.38439786434174,1.53209090232849,0.888960599899292,0.408781230449677,0.190133571624756,0.0709140971302986,1.92775774002075,Spain,Madrid,40.4,-3.683333,ES,Europe
46qCFvbRmCK5QPpMNM8Alo,"Check ich nicht",Mosh36,at,2017-11-29,171,2314,0.82,0.603,0.0,-6.623,1.0,0.139,0.0242,2.88e-06,0.142,0.866,102.036,224253.0,4.0,Austria,13,7.00600004196167,7.07066981211305,6.94133027181029,1.48709726333618,1.4599449634552,0.815328419208527,0.567766189575195,0.316472321748734,0.221060365438461,2.1385064125061,Austria,Vienna,48.2,16.366667,AT,Europe
4JnJ9ACXmtLkpH61ZvFSaM,"Ya No Me Duele Más","Silvestre Dangond",co,2017-12-31,69,9186,0.732,0.948,5.0,-3.103,1.0,0.0671,0.184,0.0,0.372,0.889,98.055,228227.0,4.0,Colombia,36,6.35699987411499,6.45202005416155,6.26197969406843,1.07062232494354,1.4021829366684,0.595027923583984,0.477487415075302,0.149014472961426,0.0466687418520451,2.61606812477112,Colombia,Bogota,4.6,-74.083333,CO,"South America"
2SivUkzgql54t0O4dH1b7O,"Like OOH-AHH",TWICE,jp,2017-09-03,196,2458,0.72,0.876,6.0,-1.166,1.0,0.0776,0.241,0.000101,0.381,0.694,141.997,215091.0,4.0,Japan,51,5.92000007629395,5.99071944460273,5.84928070798516,1.41691517829895,1.43633782863617,0.913475871086121,0.505625545978546,0.12057276815176,0.163760736584663,1.36322355270386,Japan,Tokyo,35.6833333333333,139.75,JP,Asia
783FqtyD7IA0QHtzmxc1LS,"Vi gör det ändå","Samir & Viktor",se,2017-09-13,192,15105,0.687,0.939,7.0,-2.464,1.0,0.0562,0.102,0.0,0.759,0.651,124.013,178599.0,4.0,Sweden,9,7.28399991989136,7.34409487739205,7.22390496239066,1.49438726902008,1.47816216945648,0.830875158309937,0.612924098968506,0.385399252176285,0.384398728609085,2.09753799438477,Sweden,Stockholm,59.3333333333333,18.05,SE,Europe
4YLzVD32aMH4qgSsSPtNbl,Samantha,Dave,gb,2017-12-30,177,40850,0.788,0.665,6.0,-9.184,0.0,0.31,0.461,1.84e-05,0.103,0.314,139.918,220775.0,4.0,"United Kingdom",19,6.71400022506714,6.78379176110029,6.64420868903399,1.44163393974304,1.49646008014679,0.805335938930511,0.508190035820007,0.492774158716202,0.265428066253662,1.70414352416992,"United Kingdom",London,51.5,-0.083333,GB,Europe
7iXHLtPosbHvglVSJ4rxLq,"愛唄",GReeeeN,jp,2017-12-31,22,11065,0.505,0.791,8.0,-3.729,1.0,0.0308,0.0839,0.0,0.187,0.425,169.964,236253.0,4.0,Japan,51,5.92000007629395,5.99071944460273,5.84928070798516,1.41691517829895,1.43633782863617,0.913475871086121,0.505625545978546,0.12057276815176,0.163760736584663,1.36322355270386,Japan,Tokyo,35.6833333333333,139.75,JP,Asia
71O1jD7bF3cdMPvPi186V6,"I Will Wait","Mumford & Sons",gb,2017-08-29,189,35866,0.477,0.776,1.0,-5.056,1.0,0.0349,0.0155,0.00314,0.203,0.429,131.004,276720.0,4.0,"United Kingdom",19,6.71400022506714,6.78379176110029,6.64420868903399,1.44163393974304,1.49646008014679,0.805335938930511,0.508190035820007,0.492774158716202,0.265428066253662,1.70414352416992,"United Kingdom",London,51.5,-0.083333,GB,Europe
3yYHAwO4K7AYGyPCsObCtl,"Nilüfer","Müslüm Gürses",tr,2017-12-31,115,11273,0.456,0.752,11.0,-7.366,0.0,0.0462,0.0404,1.11e-05,0.201,0.302,150.027,258159.0,4.0,Turkey,69,5.5,5.59486496329308,5.40513503670692,1.19827437400818,1.33775317668915,0.637605607509613,0.300740599632263,0.0466930419206619,0.0996715798974037,1.87927794456482,Turkey,Ankara,39.9333333333333,32.866667,TR,Europe
5Ba9wvTCOui7xlPtwoUmaR,"A Million Years",Mariette,se,2017-04-23,159,17007,0.497,0.679,4.0,-3.996,0.0,0.0452,0.127,0.0,0.0583,0.191,111.594,185053.0,4.0,Sweden,9,7.28399991989136,7.34409487739205,7.22390496239066,1.49438726902008,1.47816216945648,0.830875158309937,0.612924098968506,0.385399252176285,0.384398728609085,2.09753799438477,Sweden,Stockholm,59.3333333333333,18.05,SE,Europe
22eADXu8DfOAUEDw4vU8qy,"Ahora Dice","Chris Jeday",py,2017-12-31,27,7183,0.708,0.693,6.0,-5.516,1.0,0.138,0.246,0.0,0.129,0.427,143.965,271080.0,4.0,Paraguay,70,5.49300003051758,5.57738126963377,5.40861879140139,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797,1.6853334903717,Paraguay,Asuncion,-25.2666666666667,-57.666667,PY,"South America"
7lQ8MOhq6IN2w8EYcFNSUk,"Without Me",Eminem,au,2017-11-17,193,21274,0.929,0.65,7.0,-2.882,1.0,0.0858,0.00348,0.0,0.308,0.655,112.249,290227.0,4.0,Australia,10,7.28399991989136,7.35665122494102,7.2113486148417,1.484414935112,1.51004195213318,0.84388679265976,0.601607382297516,0.477699249982834,0.301183730363846,2.06521081924438,Australia,Canberra,-35.2666666666667,149.133333,AU,Australia
4ZLkVrZ8sfgSDL0pqk5YkL,Ulla,"Albert Dyrlund",dk,2017-10-01,186,7109,0.766,0.796,5.0,-5.641,0.0,0.03,0.241,0.0,0.0468,0.677,114.007,197812.0,4.0,Denmark,2,7.52199983596802,7.58172806486487,7.46227160707116,1.48238301277161,1.55112159252167,0.792565524578094,0.626006722450256,0.355280488729477,0.40077006816864,2.31370735168457,Denmark,Copenhagen,55.6666666666667,12.583333,DK,Europe
1NyOJuR9skj82TK2O8PGkc,FLY,"Taichi Mukai",jp,2017-08-15,191,2142,0.782,0.715,11.0,-7.124,0.0,0.0674,0.269,0.0,0.131,0.788,116.969,200288.0,4.0,Japan,51,5.92000007629395,5.99071944460273,5.84928070798516,1.41691517829895,1.43633782863617,0.913475871086121,0.505625545978546,0.12057276815176,0.163760736584663,1.36322355270386,Japan,Tokyo,35.6833333333333,139.75,JP,Asia
0pDaqgIForVNO4jrtTxcWT,"Agora Vai Sentar","MC Jhowzinho e MC Kadinho",py,2017-12-31,22,8280,0.814,0.653,3.0,-0.02,0.0,0.0359,0.189,0.0,0.0876,0.706,130.099,228923.0,4.0,Paraguay,70,5.49300003051758,5.57738126963377,5.40861879140139,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797,1.6853334903717,Paraguay,Asuncion,-25.2666666666667,-57.666667,PY,"South America"
2CS3Qu3ET0vL4YClp0KfyI,"Seni Sevmiyorum Artık",Buray,tr,2017-08-30,200,5770,0.511,0.738,2.0,-4.444,1.0,0.0575,0.502,2.6e-06,0.136,0.617,167.945,209967.0,4.0,Turkey,69,5.5,5.59486496329308,5.40513503670692,1.19827437400818,1.33775317668915,0.637605607509613,0.300740599632263,0.0466930419206619,0.0996715798974037,1.87927794456482,Turkey,Ankara,39.9333333333333,32.866667,TR,Europe
4P6tyL5Uom1pIcFtTwO898,"Girl At Coachella (with Matoma & MAGIC! feat. DRAM)",Matoma,au,2017-04-19,196,17207,0.753,0.776,7.0,-5.453,0.0,0.0518,0.0569,0.0,0.325,0.718,131.194,202475.0,4.0,Australia,10,7.28399991989136,7.35665122494102,7.2113486148417,1.484414935112,1.51004195213318,0.84388679265976,0.601607382297516,0.477699249982834,0.301183730363846,2.06521081924438,Australia,Canberra,-35.2666666666667,149.133333,AU,Australia
1m69ELEgE6k5ZWsap40ozt,"Se Preparó",Ozuna,py,2017-12-31,5,16489,0.739,0.821,1.0,-4.233,1.0,0.0852,0.222,9.6e-06,0.311,0.693,171.077,188080.0,4.0,Paraguay,70,5.49300003051758,5.57738126963377,5.40861879140139,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797,1.6853334903717,Paraguay,Asuncion,-25.2666666666667,-57.666667,PY,"South America"
5dRN3UToofUByy58fJF2N6,"Bende Bir Problem Var","Deniz Tekin",tr,2017-05-18,189,5392,0.695,0.554,7.0,-6.69,0.0,0.0259,0.731,0.00954,0.147,0.236,95.008,227368.0,4.0,Turkey,69,5.5,5.59486496329308,5.40513503670692,1.19827437400818,1.33775317668915,0.637605607509613,0.300740599632263,0.0466930419206619,0.0996715798974037,1.87927794456482,Turkey,Ankara,39.9333333333333,32.866667,TR,Europe
63bmZnBN1CiJ9sA4qTEe8y,"Adiós Amor","Christian Nodal",co,2017-12-31,78,7886,0.439,0.426,2.0,-6.437,1.0,0.0377,0.195,0.0,0.312,0.687,177.61,199320.0,4.0,Colombia,36,6.35699987411499,6.45202005416155,6.26197969406843,1.07062232494354,1.4021829366684,0.595027923583984,0.477487415075302,0.149014472961426,0.0466687418520451,2.61606812477112,Colombia,Bogota,4.6,-74.083333,CO,"South America"
11KJSRSgaDxqydKYiD2Jew,"Too Good",Drake,gr,2017-01-21,71,1013,0.804,0.648,7.0,-7.805,1.0,0.117,0.0573,3.49e-05,0.102,0.392,117.983,263373.0,4.0,Greece,87,5.22700023651123,5.3252461694181,5.12875430360436,1.28948748111725,1.23941457271576,0.810198903083801,0.0957312509417534,0.0,0.04328977689147,1.74922156333923,Greece,Athens,37.9833333333333,23.733333,GR,Europe
5YCqzqb6yN6TsMOHb4FSVw,"Beautiful Mess","Kristian Kostov",gr,2017-05-20,71,1103,0.408,0.506,0.0,-8.24,0.0,0.0355,0.419,0.0,0.108,0.213,125.576,180952.0,4.0,Greece,87,5.22700023651123,5.3252461694181,5.12875430360436,1.28948748111725,1.23941457271576,0.810198903083801,0.0957312509417534,0.0,0.04328977689147,1.74922156333923,Greece,Athens,37.9833333333333,23.733333,GR,Europe
5J1c3M4EldCfNxXwrwt8mT,Traicionera,"Sebastian Yatra",py,2017-12-31,122,1646,0.776,0.669,11.0,-4.933,1.0,0.0638,0.142,0.0,0.219,0.661,91.012,228467.0,4.0,Paraguay,70,5.49300003051758,5.57738126963377,5.40861879140139,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797,1.6853334903717,Paraguay,Asuncion,-25.2666666666667,-57.666667,PY,"South America"
7K74Z7Di9GOuI2fEqMYhPZ,Tragedia,"Antti Tuisku",fi,2017-12-31,168,13392,0.563,0.563,3.0,-6.329,1.0,0.108,0.304,0.0,0.0993,0.621,203.55,203627.0,4.0,Finland,5,7.4689998626709,7.52754207581282,7.41045764952898,1.44357192516327,1.5402467250824,0.80915766954422,0.617950856685638,0.24548277258873,0.38261154294014,2.4301815032959,Finland,Helsinki,60.1666666666667,24.933333,FI,Europe
2OxUtaKYeahAGNaBiahXtR,"Diabla - Official Remix",Farruko,py,2017-12-31,78,2540,0.684,0.725,7.0,-4.343,1.0,0.0863,0.448,0.0,0.194,0.575,137.945,331413.0,4.0,Paraguay,70,5.49300003051758,5.57738126963377,5.40861879140139,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797,1.6853334903717,Paraguay,Asuncion,-25.2666666666667,-57.666667,PY,"South America"
2OdpZeTpnbqPqBrclk2pib,"Vor í Vaglaskógi",Kaleo,is,2017-12-31,39,1862,0.336,0.345,5.0,-6.456,0.0,0.029,0.744,6.01e-06,0.182,0.0756,92.502,277267.0,4.0,Iceland,3,7.50400018692017,7.62203047305346,7.38596990078688,1.480633020401,1.6105740070343,0.833552122116089,0.627162635326385,0.475540220737457,0.153526559472084,2.32271528244019,Iceland,Reykjavik,64.15,-21.95,IS,Europe
1U28jY25dsRIT6tFcNUWfW,"Sleikir Á Þér Varirnar Og Blikkar","Aron Can",is,2017-09-29,107,1013,0.597,0.422,11.0,-11.155,1.0,0.352,0.304,3.81e-05,0.34,0.201,159.867,186933.0,4.0,Iceland,3,7.50400018692017,7.62203047305346,7.38596990078688,1.480633020401,1.6105740070343,0.833552122116089,0.627162635326385,0.475540220737457,0.153526559472084,2.32271528244019,Iceland,Reykjavik,64.15,-21.95,IS,Europe
2DBHNUgRWwz5sLgNPytyND,"PLAY THAT",PKCZ(R),jp,2017-05-19,184,1545,0.738,0.883,10.0,-2.035,1.0,0.0919,0.203,0.0,0.351,0.754,127.987,361961.0,4.0,Japan,51,5.92000007629395,5.99071944460273,5.84928070798516,1.41691517829895,1.43633782863617,0.913475871086121,0.505625545978546,0.12057276815176,0.163760736584663,1.36322355270386,Japan,Tokyo,35.6833333333333,139.75,JP,Asia
4XCQtUoRSh22Ep18ULmDnT,"La Formula (feat. Chris Jeday)","De La Ghetto",py,2017-12-31,57,3459,0.701,0.845,2.0,-2.738,0.0,0.0668,0.118,7.8e-06,0.311,0.756,172.028,232240.0,4.0,Paraguay,70,5.49300003051758,5.57738126963377,5.40861879140139,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797,1.6853334903717,Paraguay,Asuncion,-25.2666666666667,-57.666667,PY,"South America"
3cJ0Fyr8C8blcaAZTYRLMN,"Jeg Har En Pige",Skinz,dk,2017-12-31,62,35208,0.72,0.588,11.0,-7.593,1.0,0.0483,0.137,0.0,0.058,0.589,143.947,201630.0,4.0,Denmark,2,7.52199983596802,7.58172806486487,7.46227160707116,1.48238301277161,1.55112159252167,0.792565524578094,0.626006722450256,0.355280488729477,0.40077006816864,2.31370735168457,Denmark,Copenhagen,55.6666666666667,12.583333,DK,Europe
5J59VOgvclrhLDYUoH5OaW,Goud,Bazart,nl,2017-02-05,152,16924,0.521,0.761,1.0,-8.292,0.0,0.0429,0.0606,0.0421,0.136,0.239,119.991,181573.0,4.0,Netherlands,6,7.3769998550415,7.42742584124207,7.32657386884093,1.50394463539124,1.42893922328949,0.810696125030518,0.585384488105774,0.470489829778671,0.282661825418472,2.29480409622192,Netherlands,Amsterdam,52.35,4.916667,NL,Europe
57U26FwUclMqyZ5ylnPpw1,"Α. Nwaar Is The New Black",Damso,be,2017-10-21,178,3646,0.744,0.604,2.0,-5.634,0.0,0.15,0.752,0.0,0.0724,0.563,130.18,123547.0,4.0,Belgium,17,6.89099979400635,6.95582075044513,6.82617883756757,1.46378076076508,1.46231269836426,0.818091869354248,0.539770722389221,0.231503337621689,0.251343131065369,2.12421035766602,Belgium,Brussels,50.8333333333333,4.333333,BE,Europe
0YFoSD5VhoVrRbrnFERpVM,"Yo te propongo",Rombai,uy,2017-05-06,156,1067,0.851,0.867,0.0,-5.062,1.0,0.0589,0.0514,2.33e-05,0.0361,0.77,112.178,150047.0,4.0,Uruguay,28,6.4539999961853,6.54590621769428,6.36209377467632,1.21755969524384,1.41222786903381,0.719216823577881,0.57939225435257,0.175096929073334,0.178061872720718,2.17240953445435,Uruguay,Montevideo,-34.85,-56.166667,UY,"South America"
60QO7SvW5aaFgMLvltlr6E,"Overflows~言葉にできなくて~","Naoto Inti Raymi",jp,2017-12-30,187,3925,0.48,0.63,3.0,-3.749,1.0,0.0289,0.237,0.0,0.228,0.54,77.316,250547.0,4.0,Japan,51,5.92000007629395,5.99071944460273,5.84928070798516,1.41691517829895,1.43633782863617,0.913475871086121,0.505625545978546,0.12057276815176,0.163760736584663,1.36322355270386,Japan,Tokyo,35.6833333333333,139.75,JP,Asia
48SDCCacrI1hM1wImM0IZF,"Did It For The Fame","Sabina Ddumba",se,2017-11-25,195,19808,0.663,0.852,8.0,-3.763,1.0,0.0326,0.0987,6.1e-06,0.0825,0.719,100.045,210800.0,4.0,Sweden,9,7.28399991989136,7.34409487739205,7.22390496239066,1.49438726902008,1.47816216945648,0.830875158309937,0.612924098968506,0.385399252176285,0.384398728609085,2.09753799438477,Sweden,Stockholm,59.3333333333333,18.05,SE,Europe
0kCPSftkLQW4TOkVRIx1Er,"Der' noget i december - Bonus Track","Rasmus Seebach",dk,2017-12-26,102,11295,0.831,0.416,5.0,-8.795,1.0,0.0343,0.58,0.0,0.0785,0.763,96.016,215731.0,4.0,Denmark,2,7.52199983596802,7.58172806486487,7.46227160707116,1.48238301277161,1.55112159252167,0.792565524578094,0.626006722450256,0.355280488729477,0.40077006816864,2.31370735168457,Denmark,Copenhagen,55.6666666666667,12.583333,DK,Europe
2zYiOrVyeScMjtqzyqWfPM,I.S.W.T,"Taco Hemingway",pl,2017-11-06,195,5448,0.812,0.654,11.0,-9.718,0.0,0.114,0.0455,0.000618,0.117,0.421,120.044,248133.0,4.0,Poland,46,5.97300004959106,6.05390834122896,5.89209175795317,1.29178786277771,1.44571197032928,0.699475347995758,0.520342111587524,0.158465966582298,0.0593078061938286,1.79772281646729,Poland,Warsaw,52.25,21.0,PL,Europe
4gvePWCd0GfkC40QshflUy,"Cheia de Marra","Mc Livinho",br,2017-09-22,199,48889,0.588,0.497,8.0,-6.978,0.0,0.189,0.67,0.000603,0.243,0.511,71.85,267795.0,4.0,Brazil,22,6.63500022888184,6.72546950161457,6.5445309561491,1.10735321044922,1.43130600452423,0.616552352905273,0.437453746795654,0.16234989464283,0.111092761158943,2.76926708221436,Brazil,Brasilia,-15.7833333333333,-47.916667,BR,"South America"
